#gene_id	transcript_id	sprot_Top_BLASTX_hit	RNAMMER	prot_id	prot_coords	sprot_Top_BLASTP_hit	Pfam	SignalP	TmHMM	eggnog	Kegg	gene_ontology_BLASTX	gene_ontology_BLASTP	gene_ontology_Pfam	transcript	peptide
TRINITY_DN577_c0_g1	TRINITY_DN577_c0_g1_i2	TMN7_ARATH^TMN7_ARATH^Q:46-657,H:438-641^48.78%ID^E:1.47e-64^RecName: Full=Transmembrane 9 superfamily member 7 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	TRINITY_DN577_c0_g1_i2.p1	1-660[+]	TMN7_ARATH^TMN7_ARATH^Q:2-219,H:424-641^47.032%ID^E:2.24e-67^RecName: Full=Transmembrane 9 superfamily member 7 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	sigP:1^20^0.607^YES	.	.	KEGG:ath:AT3G13772	GO:0005737^cellular_component^cytoplasm`GO:0005768^cellular_component^endosome`GO:0010008^cellular_component^endosome membrane`GO:0005794^cellular_component^Golgi apparatus`GO:0000139^cellular_component^Golgi membrane`GO:0000138^cellular_component^Golgi trans cisterna`GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005802^cellular_component^trans-Golgi network`GO:0005774^cellular_component^vacuolar membrane`GO:0006878^biological_process^cellular copper ion homeostasis`GO:0006882^biological_process^cellular zinc ion homeostasis`GO:0006811^biological_process^ion transport`GO:0072657^biological_process^protein localization to membrane	GO:0005737^cellular_component^cytoplasm`GO:0005768^cellular_component^endosome`GO:0010008^cellular_component^endosome membrane`GO:0005794^cellular_component^Golgi apparatus`GO:0000139^cellular_component^Golgi membrane`GO:0000138^cellular_component^Golgi trans cisterna`GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005802^cellular_component^trans-Golgi network`GO:0005774^cellular_component^vacuolar membrane`GO:0006878^biological_process^cellular copper ion homeostasis`GO:0006882^biological_process^cellular zinc ion homeostasis`GO:0006811^biological_process^ion transport`GO:0072657^biological_process^protein localization to membrane	.	.	.
TRINITY_DN562_c0_g1	TRINITY_DN562_c0_g1_i1	Y1632_AQUAE^Y1632_AQUAE^Q:1-249,H:174-251^37.349%ID^E:1.22e-07^RecName: Full=Putative L-lysine 2,3-aminomutase aq_1632;^Bacteria; Aquificae; Aquificales; Aquificaceae; Aquifex	.	.	.	.	.	.	.	COG1509^Lysine 2,3-aminomutase YodO family protein	KEGG:aae:aq_1632	GO:0051539^molecular_function^4 iron, 4 sulfur cluster binding`GO:0016853^molecular_function^isomerase activity`GO:0046872^molecular_function^metal ion binding	.	.	.	.
TRINITY_DN511_c0_g1	TRINITY_DN511_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN537_c0_g1	TRINITY_DN537_c0_g1_i1	SIPL2_ORYSJ^SIPL2_ORYSJ^Q:225-55,H:464-521^58.621%ID^E:4.93e-14^RecName: Full=Signal peptide peptidase-like 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa	.	.	.	.	.	.	.	.	KEGG:osa:4350402	GO:0010008^cellular_component^endosome membrane`GO:0030660^cellular_component^Golgi-associated vesicle membrane`GO:0071458^cellular_component^integral component of cytoplasmic side of endoplasmic reticulum membrane`GO:0071556^cellular_component^integral component of lumenal side of endoplasmic reticulum membrane`GO:0005765^cellular_component^lysosomal membrane`GO:0042500^molecular_function^aspartic endopeptidase activity, intramembrane cleaving`GO:0033619^biological_process^membrane protein proteolysis	.	.	.	.
TRINITY_DN539_c0_g1	TRINITY_DN539_c0_g1_i1	CA4_ARATH^CA4_ARATH^Q:200-18,H:58-118^49.18%ID^E:1.04e-10^RecName: Full=Chlorophyll a-b binding protein 4, chloroplastic {ECO:0000303|PubMed:10366881};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	.	.	.	.	KEGG:ath:AT3G47470	GO:0009507^cellular_component^chloroplast`GO:0009941^cellular_component^chloroplast envelope`GO:0009534^cellular_component^chloroplast thylakoid`GO:0009535^cellular_component^chloroplast thylakoid membrane`GO:0005829^cellular_component^cytosol`GO:0016021^cellular_component^integral component of membrane`GO:0009522^cellular_component^photosystem I`GO:0010287^cellular_component^plastoglobule`GO:0009579^cellular_component^thylakoid`GO:0016168^molecular_function^chlorophyll binding`GO:0046872^molecular_function^metal ion binding`GO:0003729^molecular_function^mRNA binding`GO:0019904^molecular_function^protein domain specific binding`GO:0009768^biological_process^photosynthesis, light harvesting in photosystem I`GO:0018298^biological_process^protein-chromophore linkage`GO:0009409^biological_process^response to cold`GO:0009644^biological_process^response to high light intensity`GO:0080167^biological_process^response to karrikin`GO:0009416^biological_process^response to light stimulus`GO:0009645^biological_process^response to low light intensity stimulus	.	.	.	.
TRINITY_DN548_c0_g1	TRINITY_DN548_c0_g1_i1	MORC4_MOUSE^MORC4_MOUSE^Q:207-70,H:423-467^54.348%ID^E:1.32e-10^RecName: Full=MORC family CW-type zinc finger protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	.	.	.	.	.	.	.	.	KEGG:mmu:75746	GO:0005654^cellular_component^nucleoplasm`GO:0035064^molecular_function^methylated histone binding`GO:0008270^molecular_function^zinc ion binding	.	.	.	.
TRINITY_DN587_c0_g1	TRINITY_DN587_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN509_c0_g1	TRINITY_DN509_c0_g1_i1	DEF_THEMA^DEF_THEMA^Q:2-181,H:89-148^48.333%ID^E:1.33e-14^RecName: Full=Peptide deformylase;^Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga	.	.	.	.	.	.	.	COG0242^Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions (By similarity)	KEGG:tma:TM1661	GO:0046872^molecular_function^metal ion binding`GO:0042586^molecular_function^peptide deformylase activity`GO:0043686^biological_process^co-translational protein modification`GO:0031365^biological_process^N-terminal protein amino acid modification`GO:0018206^biological_process^peptidyl-methionine modification`GO:0006412^biological_process^translation	.	.	.	.
TRINITY_DN508_c0_g1	TRINITY_DN508_c0_g1_i1	HUWE1_RAT^HUWE1_RAT^Q:1-549,H:141-322^56.831%ID^E:6.17e-68^RecName: Full=E3 ubiquitin-protein ligase HUWE1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus	.	TRINITY_DN508_c0_g1_i1.p1	1-552[+]	HUWE1_RAT^HUWE1_RAT^Q:1-183,H:141-322^56.831%ID^E:5.56e-68^RecName: Full=E3 ubiquitin-protein ligase HUWE1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus	.	.	.	.	.	GO:0005737^cellular_component^cytoplasm`GO:0000139^cellular_component^Golgi membrane`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0061630^molecular_function^ubiquitin protein ligase activity`GO:0004842^molecular_function^ubiquitin-protein transferase activity`GO:0006284^biological_process^base-excision repair`GO:0030154^biological_process^cell differentiation`GO:0032922^biological_process^circadian regulation of gene expression`GO:0007030^biological_process^Golgi organization`GO:0016574^biological_process^histone ubiquitination`GO:0061025^biological_process^membrane fusion`GO:0010637^biological_process^negative regulation of mitochondrial fusion`GO:0098779^biological_process^positive regulation of mitophagy in response to mitochondrial depolarization`GO:0045732^biological_process^positive regulation of protein catabolic process`GO:0031398^biological_process^positive regulation of protein ubiquitination`GO:0043161^biological_process^proteasome-mediated ubiquitin-dependent protein catabolic process`GO:0006513^biological_process^protein monoubiquitination`GO:0000209^biological_process^protein polyubiquitination`GO:0016567^biological_process^protein ubiquitination`GO:0006511^biological_process^ubiquitin-dependent protein catabolic process	GO:0005737^cellular_component^cytoplasm`GO:0000139^cellular_component^Golgi membrane`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0061630^molecular_function^ubiquitin protein ligase activity`GO:0004842^molecular_function^ubiquitin-protein transferase activity`GO:0006284^biological_process^base-excision repair`GO:0030154^biological_process^cell differentiation`GO:0032922^biological_process^circadian regulation of gene expression`GO:0007030^biological_process^Golgi organization`GO:0016574^biological_process^histone ubiquitination`GO:0061025^biological_process^membrane fusion`GO:0010637^biological_process^negative regulation of mitochondrial fusion`GO:0098779^biological_process^positive regulation of mitophagy in response to mitochondrial depolarization`GO:0045732^biological_process^positive regulation of protein catabolic process`GO:0031398^biological_process^positive regulation of protein ubiquitination`GO:0043161^biological_process^proteasome-mediated ubiquitin-dependent protein catabolic process`GO:0006513^biological_process^protein monoubiquitination`GO:0000209^biological_process^protein polyubiquitination`GO:0016567^biological_process^protein ubiquitination`GO:0006511^biological_process^ubiquitin-dependent protein catabolic process	.	.	.
TRINITY_DN599_c0_g1	TRINITY_DN599_c0_g1_i1	AP2M_DICDI^AP2M_DICDI^Q:478-5,H:260-418^60.625%ID^E:1.37e-62^RecName: Full=AP-2 complex subunit mu;^Eukaryota; Amoebozoa; Evosea; Eumycetozoa; Dictyostelia; Dictyosteliales; Dictyosteliaceae; Dictyostelium	.	TRINITY_DN599_c0_g1_i1.p1	2-478[-]	AP2M_DICDI^AP2M_DICDI^Q:1-158,H:260-418^60.625%ID^E:1.23e-62^RecName: Full=AP-2 complex subunit mu;^Eukaryota; Amoebozoa; Evosea; Eumycetozoa; Dictyostelia; Dictyosteliales; Dictyosteliaceae; Dictyostelium	.	.	.	.	KEGG:ddi:DDB_G0277139	GO:0030122^cellular_component^AP-2 adaptor complex`GO:0030132^cellular_component^clathrin coat of coated pit`GO:0005905^cellular_component^clathrin-coated pit`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0031201^cellular_component^SNARE complex`GO:0035615^molecular_function^clathrin adaptor activity`GO:0072583^biological_process^clathrin-dependent endocytosis`GO:0006897^biological_process^endocytosis`GO:0006886^biological_process^intracellular protein transport`GO:0016192^biological_process^vesicle-mediated transport	GO:0030122^cellular_component^AP-2 adaptor complex`GO:0030132^cellular_component^clathrin coat of coated pit`GO:0005905^cellular_component^clathrin-coated pit`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0031201^cellular_component^SNARE complex`GO:0035615^molecular_function^clathrin adaptor activity`GO:0072583^biological_process^clathrin-dependent endocytosis`GO:0006897^biological_process^endocytosis`GO:0006886^biological_process^intracellular protein transport`GO:0016192^biological_process^vesicle-mediated transport	.	.	.
TRINITY_DN546_c0_g1	TRINITY_DN546_c0_g1_i1	CYSP_HEMSP^CYSP_HEMSP^Q:204-4,H:223-288^37.313%ID^E:5.95e-09^RecName: Full=Thiol protease SEN102;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asphodelaceae; Hemerocallidoideae; Hemerocallis	.	.	.	.	.	.	.	.	.	GO:0005788^cellular_component^endoplasmic reticulum lumen`GO:0008234^molecular_function^cysteine-type peptidase activity	.	.	.	.
TRINITY_DN567_c0_g1	TRINITY_DN567_c0_g1_i1	PRP8A_ARATH^PRP8A_ARATH^Q:1-750,H:2114-2353^58.4%ID^E:2.5e-93^RecName: Full=Pre-mRNA-processing-splicing factor 8A {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	TRINITY_DN567_c0_g1_i1.p1	1-753[+]	PRP8A_ARATH^PRP8A_ARATH^Q:1-250,H:2114-2353^58.4%ID^E:2.25e-93^RecName: Full=Pre-mRNA-processing-splicing factor 8A {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	KEGG:ath:AT1G80070	GO:0071013^cellular_component^catalytic step 2 spliceosome`GO:0005739^cellular_component^mitochondrion`GO:0005682^cellular_component^U5 snRNP`GO:0070122^molecular_function^isopeptidase activity`GO:0008237^molecular_function^metallopeptidase activity`GO:0097157^molecular_function^pre-mRNA intronic binding`GO:0030619^molecular_function^U1 snRNA binding`GO:0030620^molecular_function^U2 snRNA binding`GO:0030623^molecular_function^U5 snRNA binding`GO:0017070^molecular_function^U6 snRNA binding`GO:0000380^biological_process^alternative mRNA splicing, via spliceosome`GO:0000398^biological_process^mRNA splicing, via spliceosome`GO:0000244^biological_process^spliceosomal tri-snRNP complex assembly	GO:0071013^cellular_component^catalytic step 2 spliceosome`GO:0005739^cellular_component^mitochondrion`GO:0005682^cellular_component^U5 snRNP`GO:0070122^molecular_function^isopeptidase activity`GO:0008237^molecular_function^metallopeptidase activity`GO:0097157^molecular_function^pre-mRNA intronic binding`GO:0030619^molecular_function^U1 snRNA binding`GO:0030620^molecular_function^U2 snRNA binding`GO:0030623^molecular_function^U5 snRNA binding`GO:0017070^molecular_function^U6 snRNA binding`GO:0000380^biological_process^alternative mRNA splicing, via spliceosome`GO:0000398^biological_process^mRNA splicing, via spliceosome`GO:0000244^biological_process^spliceosomal tri-snRNP complex assembly	.	.	.
TRINITY_DN568_c0_g1	TRINITY_DN568_c0_g1_i1	KPYK_STAS1^KPYK_STAS1^Q:224-3,H:359-431^35.135%ID^E:3.37e-09^RecName: Full=Pyruvate kinase;^Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	.	.	.	.	.	.	.	COG0469^Pyruvate kinase	KEGG:ssp:SSP1069	GO:0005524^molecular_function^ATP binding`GO:0016301^molecular_function^kinase activity`GO:0000287^molecular_function^magnesium ion binding`GO:0030955^molecular_function^potassium ion binding`GO:0004743^molecular_function^pyruvate kinase activity	.	.	.	.
TRINITY_DN558_c0_g1	TRINITY_DN558_c0_g1_i1	.	.	TRINITY_DN558_c0_g1_i1.p1	1-567[+]	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN594_c0_g1	TRINITY_DN594_c0_g1_i1	MTND_IXOSC^MTND_IXOSC^Q:204-1,H:108-175^61.765%ID^E:9.21e-28^RecName: Full=1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase {ECO:0000255|HAMAP-Rule:MF_03154};^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Ixodinae; Ixodes	.	.	.	.	.	.	.	.	KEGG:isc:IscW_ISCW007295	GO:0005737^cellular_component^cytoplasm`GO:0005634^cellular_component^nucleus`GO:0010309^molecular_function^acireductone dioxygenase [iron(II)-requiring] activity`GO:0005506^molecular_function^iron ion binding`GO:0019509^biological_process^L-methionine salvage from methylthioadenosine`GO:0006555^biological_process^methionine metabolic process	.	.	.	.
TRINITY_DN589_c0_g1	TRINITY_DN589_c0_g1_i1	GLRX5_YEAST^GLRX5_YEAST^Q:3-278,H:39-133^56.842%ID^E:1.03e-36^RecName: Full=Monothiol glutaredoxin-5, mitochondrial {ECO:0000305};^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces	.	.	.	.	.	.	.	.	KEGG:sce:YPL059W	GO:0005759^cellular_component^mitochondrial matrix`GO:0005739^cellular_component^mitochondrion`GO:0051537^molecular_function^2 iron, 2 sulfur cluster binding`GO:0015036^molecular_function^disulfide oxidoreductase activity`GO:0046872^molecular_function^metal ion binding`GO:0015035^molecular_function^protein disulfide oxidoreductase activity`GO:0034599^biological_process^cellular response to oxidative stress`GO:0106034^biological_process^protein maturation by [2Fe-2S] cluster transfer`GO:0106035^biological_process^protein maturation by [4Fe-4S] cluster transfer`GO:0097428^biological_process^protein maturation by iron-sulfur cluster transfer`GO:0006970^biological_process^response to osmotic stress	.	.	.	.
TRINITY_DN550_c0_g1	TRINITY_DN550_c0_g1_i1	PORA_CUCSA^PORA_CUCSA^Q:169-2,H:69-128^50%ID^E:2.23e-08^RecName: Full=Protochlorophyllide reductase, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Benincaseae; Cucumis	.	.	.	.	.	.	.	.	KEGG:csv:101208554	GO:0009507^cellular_component^chloroplast`GO:0016630^molecular_function^protochlorophyllide reductase activity`GO:0015995^biological_process^chlorophyll biosynthetic process`GO:0015979^biological_process^photosynthesis	.	.	.	.
TRINITY_DN524_c0_g1	TRINITY_DN524_c0_g1_i1	.	.	TRINITY_DN524_c0_g1_i1.p1	4-351[-]	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN595_c0_g1	TRINITY_DN595_c0_g1_i1	LPAT1_BRANA^LPAT1_BRANA^Q:46-408,H:182-300^44.628%ID^E:5.67e-27^RecName: Full=1-acyl-sn-glycerol-3-phosphate acyltransferase BAT2, chloroplastic {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Brassiceae; Brassica	.	TRINITY_DN595_c0_g1_i1.p1	1-441[+]	LPAT1_BRANA^LPAT1_BRANA^Q:16-136,H:182-300^44.628%ID^E:5.11e-27^RecName: Full=1-acyl-sn-glycerol-3-phosphate acyltransferase BAT2, chloroplastic {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Brassiceae; Brassica	.	.	.	.	KEGG:bna:106441094	GO:0031969^cellular_component^chloroplast membrane`GO:0016021^cellular_component^integral component of membrane`GO:0003841^molecular_function^1-acylglycerol-3-phosphate O-acyltransferase activity`GO:0016024^biological_process^CDP-diacylglycerol biosynthetic process`GO:0006654^biological_process^phosphatidic acid biosynthetic process	GO:0031969^cellular_component^chloroplast membrane`GO:0016021^cellular_component^integral component of membrane`GO:0003841^molecular_function^1-acylglycerol-3-phosphate O-acyltransferase activity`GO:0016024^biological_process^CDP-diacylglycerol biosynthetic process`GO:0006654^biological_process^phosphatidic acid biosynthetic process	.	.	.
TRINITY_DN593_c0_g1	TRINITY_DN593_c0_g1_i1	FDHC_METTF^FDHC_METTF^Q:201-19,H:175-235^57.377%ID^E:1.06e-18^RecName: Full=Probable formate transporter;^Archaea; Euryarchaeota; Methanomada group; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanothermobacter	.	.	.	.	.	.	.	.	.	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0022857^molecular_function^transmembrane transporter activity	.	.	.	.
TRINITY_DN588_c0_g1	TRINITY_DN588_c0_g1_i1	HUL4_ASHGO^HUL4_ASHGO^Q:207-10,H:476-540^45.455%ID^E:1.14e-14^RecName: Full=Probable E3 ubiquitin-protein ligase HUL4;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Eremothecium	.	.	.	.	.	.	.	.	KEGG:ago:AGOS_AEL068W	GO:0031499^cellular_component^TRAMP complex`GO:0004842^molecular_function^ubiquitin-protein transferase activity	.	.	.	.
